Jantina,Status,Negeri,Salary,House,Years,Housesize,kitchensize,Pecah_dinding,flooring,flooring work,flooring_material,siling,Siling_material,Kabinet Dapur,Design_Cabinet,Jenis_Cabinet,saizbaseunit(ft),saizwallunit(ft),Saiztinggibaseunit(ft),Saiztinggiwallunit (ft),saiztall,Buitin_cabinet,materia_pintukabinet,material_handle,countertop,Materialcountertop,backsplash_wall ,Backplash_wallwork,Material_backsplash,Plumbing,sinki,Elektrik,Wiring_surface,wiring_conceal,Kerja_mengecat,Kos_upah,Kos_keseluruhan
Lelaki,Bujang,Perak,B40 ( < RM 4360 ),Flat,5,700,189,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9021,14888
Lelaki,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,10,700,160,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Tictac / Tekan Untuk Buka,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8998,11456
Lelaki,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,20,700,180,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Tictac / Tekan Untuk Buka,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8899,13003
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,10,700,166,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Hidden,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8966,12098
Perempuan,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,5,700,177,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Oven;Microwave;Stove,4G Glass Door,Tictac / Tekan Untuk Buka,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9000,13000
Lelaki,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,10,700,176,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8097,12999
Lelaki,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,5,700,188,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Knob,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8765,13000
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,5,800,167,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8896,13232
Lelaki,Kahwin,Pahang,B40 ( < RM 4360 ),Flat,5,800,189,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8997,12345
Perempuan,Kahwin,Pahang,B40 ( < RM 4360 ),Flat,10,900,150,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,10000,12098
Lelaki,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,10,900,199,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,8976,12000
Perempuan,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,10,700,176,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Hidden,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8796,12997
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,10,899,199,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9008,12000
Perempuan,Bujang,Johor,"M40 ( RM4,360 - RM 9,619 )",Teres,20,2927,600,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,MDF Board Panel,Handle Knob,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,11000,29553
Perempuan,Kahwin,Perak,"M40 ( RM4,360 - RM 9,619 )",Teres,20,2956,503,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling gantung,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,12000,28000
Perempuan,Bujang,Pulau Pinang,"M40 ( RM4,360 - RM 9,619 )",Teres,20,2500,500,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling composite,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,9,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Tictac / Tekan Untuk Buka,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,12444,29788
Lelaki,Kahwin,Perak,"T20 ( > RM 9,619 )",Teres,30,2987,600,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling gantung,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,9,3,4,2,Fridge;Oven;Microwave;Stove,Solid Wood,Handle Potong 45 Degree,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,13099,30564
Perempuan,Kahwin,Terengganu,"M40 ( RM4,360 - RM 9,619 )",Teres,30,2786,498,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling composite,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,Solid Wood,Handle Hidden,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,12000,25098
Perempuan,Kahwin,Pahang,"M40 ( RM4,360 - RM 9,619 )",Teres,20,2300,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling gantung,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu,Ya,12097,23098
Lelaki,Bujang,Kelantan,B40 ( < RM 4360 ),Teres,20,3208,599,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling Kayu,Ya,Linear shape (galley),"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,MDF Board Panel,Handle Hidden,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,10999,19000
Lelaki,Bujang,Pahang,"M40 ( RM4,360 - RM 9,619 )",Teres,10,2800,500,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling gantung,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,12,3,4,2,Fridge;Oven;Microwave;Stove,Melamine,Handle Knob,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,12078,19087
Lelaki,Bujang,Perlis,B40 ( < RM 4360 ),Teres,10,1299,300,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,Melamine,Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian lampu,Tiada,Ya,9000,15000
Lelaki,Kahwin,Kedah,"M40 ( RM4,360 - RM 9,619 )",Semi D,5,2600,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling Kayu,Ya,Peninsular,Base unit;wall unit,8,8,3,4,0,Tiada,4G Glass Door,Handle Potong 45 Degree,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Tiada,Ya,8000,14976
Perempuan,Kahwin,Pahang,"M40 ( RM4,360 - RM 9,619 )",Semi D,10,2500,500,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling Kayu,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",9,9,3,4,2,Oven;Microwave,4G Glass Door,Handle Knob,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Tiada,Ya,15000,17000
Perempuan,Kahwin,Pahang,"M40 ( RM4,360 - RM 9,619 )",Teres,20,2500,499,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling composite,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",9,9,3,4,2,Oven;Microwave,MDF Board Panel,Handle Hidden,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Tidak,Sinki Tunggal,Ya,Tiada,Tiada,Ya,13000,19088
Lelaki,Bujang,Perak,"M40 ( RM4,360 - RM 9,619 )",Semi D,10,1700,399,Tidak,Tidak,Tiada,Tiada,Tidak,Tidak,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,Melamine,Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian soket plug 13A,Tiada,Ya,7000,14000
Lelaki,Bujang,Pahang,B40 ( < RM 4360 ),Teres,10,1500,300,Tidak,Tidak,Tiada,Tiada,Tidak,Tidak,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Fridge;Oven;Microwave;Stove,Solid Wood,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu,Ya,11000,16000
Perempuan,Bujang,Perlis,"M40 ( RM4,360 - RM 9,619 )",Semi D,10,2000,400,Tidak,Tidak,Tiada,Tiada,Tidak,Tidak,Ya,L inear shape,Base unit;wall unit,8,8,3,4,0,Stove,3G Glass Door,Handle Aluminium Built-in,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Tunggal,Ya,Tiada,Tiada,Ya,12000,17000
Perempuan,Bujang,Kedah,"M40 ( RM4,360 - RM 9,619 )",Semi D,10,3100,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,15000,29888
Perempuan,Bujang,Pulau Pinang,"M40 ( RM4,360 - RM 9,619 )",Apartmen,20,1200,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling gantung,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,16000,24000
Perempuan,Bujang,Kedah,"T20 ( > RM 9,619 )",Semi D,20,3200,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling gantung,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,9,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Tictac / Tekan Untuk Buka,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,15999,26879
Perempuan,Bujang,Kelantan,B40 ( < RM 4360 ),Semi D,10,2070,399,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling composite,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Tictac / Tekan Untuk Buka,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Tunggal,Tidak,Tiada,Tiada,Ya,14000,24000
Lelaki,Bujang,Perak,"M40 ( RM4,360 - RM 9,619 )",Teres,10,2600,400,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Tictac / Tekan Untuk Buka,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,13000,21000
Lelaki,Bujang,Kedah,B40 ( < RM 4360 ),Flat,20,900,149,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,Linear shape (galley),"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Tictac / Tekan Untuk Buka,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Tiada,Tiada,Ya,9000,15000
Perempuan,Bujang,Melaka,B40 ( < RM 4360 ),Flat,20,900,150,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,Linear shape (galley),"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,2.5,2,Fridge;Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kayu,Ya,Sinki Tunggal,Ya,Tiada,Tiada,Ya,12000,17000
Lelaki,Bercerai,Perlis,B40 ( < RM 4360 ),Flat,20,800,110,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling gantung,Ya,single Wall shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",6,6,3,2.5,2,Fridge;Oven;Microwave;Stove,MDF Board Panel,Handle Knob,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Tidak,Tiada,Tiada,Ya,12000,16899
Lelaki,Kahwin,Perak,B40 ( < RM 4360 ),Flat,10,800,100,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling kapur/siling plaster,Ya,single Wall shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",6,6,3,4,2,Fridge;Oven;Microwave;Stove,Melamine,Handle Knob,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Tiada,Tiada,Ya,13000,17000
Perempuan,Bujang,Pahang,B40 ( < RM 4360 ),Flat,20,888,107,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",6,6,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Tunggal,Ya,Tiada,Tiada,Ya,9076,15000
Perempuan,Bujang,Melaka,B40 ( < RM 4360 ),Flat,10,700,89,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling kapur/siling plaster,Ya,single Wall shape,Base unit;wall unit,6,6,3,4,0,Tiada,Melamine,Handle Knob,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Tiles,Ya,Sinki Tunggal,Ya,Tiada,Tiada,Ya,6000,13000
Lelaki,Bujang,Perlis,B40 ( < RM 4360 ),Flat,30,700,99,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling composite,Ya,L inear shape,Base unit;wall unit,6,6,3,4,0,Tiada,4G Glass Door,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu,Ya,8000,15000
Perempuan,Bujang,Selangor,B40 ( < RM 4360 ),Flat,20,900,150,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling gantung,Ya,L inear shape,Base unit;wall unit,7,7,3,4,2,Tiada,Solid Plywood c/w HPL Laminated (Blockboard),Tictac / Tekan Untuk Buka,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu,Ya,11000,15000
Lelaki,Bujang,Terengganu,B40 ( < RM 4360 ),Semi D,10,2598,399,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling PVC,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Aluminium Built-in,Ya,Kompacplus (Jenama Table Top),Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,14000,23000
Lelaki,Bercerai,Kelantan,"M40 ( RM4,360 - RM 9,619 )",Semi D,10,2766,378,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling PVC,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,9,3,4,2,Fridge;Oven;Microwave;Stove,Sibu / Perforated Aluminium,Tictac / Tekan Untuk Buka,Ya,Kompacplus (Jenama Table Top),Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Tiada,Tiada,Ya,14000,22000
Perempuan,Bujang,Kelantan,"M40 ( RM4,360 - RM 9,619 )",Teres,10,3000,470,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling Kayu,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",12,9,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Tictac / Tekan Untuk Buka,Ya,Kompacplus (Jenama Table Top),Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding;Skirting,Kaca,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,15000,23877
